server_replicas,num_concurrent_clients_scenario,num_messages_per_client_scenario,total_connections_attempted,successful_connections,total_messages_sent,total_messages_received,average_latency_ms,max_latency_ms,min_latency_ms,total_errors,total_latency_sum_ms,scenario_success_rate
2,10,1,10,10,10,10,0.3363535,0.406371,0.272097,0,3.363535,1.0
2,10,10,10,10,100,100,0.19114529,0.21193599999999999,0.163775,0,19.114528999999997,1.0
2,10,100,10,10,1000,1000,0.212290566,0.22689364999999997,0.19168462000000006,0,212.290566,1.0
2,10,1000,10,10,10000,10000,0.19849114639999993,0.2009254299999999,0.19279201399999985,0,1984.9114639999993,1.0
2,20,1,20,20,20,20,0.6103653,0.934175,0.076898,0,12.207305999999999,1.0
2,20,10,20,20,200,200,0.38915261500000004,0.45239820000000003,0.29954060000000005,0,77.830523,1.0
2,20,100,20,20,2000,2000,0.30432621350000005,0.3365671800000001,0.23585799000000002,0,608.6524270000001,1.0
2,20,1000,20,20,20000,20000,0.38686643205000004,0.39960615199999966,0.36357491900000016,0,7737.328641000001,1.0
2,30,1,30,30,30,30,0.5727141666666667,1.178895,0.078758,0,17.181425,1.0
2,30,10,30,30,300,300,0.3666876333333333,0.5233394,0.2164113,0,110.00628999999999,1.0
2,30,100,30,30,3000,3000,0.357401657,0.3941849599999998,0.27612942,0,1072.2049710000001,1.0
2,30,1000,30,30,30000,30000,0.41048003073333333,0.4185537650000003,0.394274054,0,12314.400922,1.0
2,40,1,40,40,40,40,2.500229775,4.294895,0.803692,0,100.009191,1.0
2,40,10,40,40,400,400,1.06659893,1.4492714999999998,0.7365917,0,426.639572,1.0
2,40,100,40,40,4000,4000,0.9509345807499999,1.0232657900000004,0.8466886099999992,0,3803.738323,1.0
2,40,1000,40,40,40000,40000,0.7652707345750001,0.7919518450000002,0.72559467,0,30610.829383000004,1.0
2,50,1,50,50,50,50,0.91816238,1.252037,0.596875,0,45.908119,1.0
2,50,10,50,50,500,500,0.320590472,0.48209490000000005,0.12108959999999999,0,160.295236,1.0
2,50,100,50,50,5000,5000,0.4078904364,0.45860822,0.30744877000000004,0,2039.452182,1.0
2,50,1000,50,50,50000,50000,0.5281366278,0.5440429899999998,0.5001002189999992,0,26406.831390000003,1.0
2,60,1,60,60,60,60,0.6466963,1.360222,0.045096,0,38.801778,1.0
2,60,10,60,60,600,600,0.3518890533333333,0.5306579,0.05233259999999999,0,211.133432,1.0
2,60,100,60,60,6000,6000,0.484661104,0.5408546800000003,0.37770434999999997,0,2907.966624,1.0
2,60,1000,60,60,60000,60000,0.4688220553666667,0.480795142,0.44460868700000017,0,28129.323322,1.0
2,70,1,70,70,70,70,0.5826956571428572,1.591706,0.050191,0,40.788696,1.0
2,70,10,70,70,700,700,1.1886876014285714,1.4999216999999998,0.29215669999999994,0,832.081321,1.0
2,70,100,70,70,7000,7000,0.6907286821428572,0.7909078399999996,0.4840578399999999,0,4835.100775,1.0
2,70,1000,70,70,70000,70000,0.5319677670142857,0.551163646,0.4976891789999995,0,37237.743690999996,1.0
2,80,1,80,80,80,80,1.26690635,3.27716,0.047943,0,101.352508,1.0
2,80,10,80,80,800,800,0.67034021125,1.1750257999999998,0.1298381,0,536.272169,1.0
2,80,100,80,80,8000,8000,0.618251582125,0.6943768500000003,0.45659673,0,4946.012657,1.0
2,80,1000,80,80,80000,80000,0.5762305589375,0.5979251209999993,0.524611892,0,46098.444715,1.0
2,90,1,90,90,90,90,1.0506399444444445,3.152585,0.075093,0,94.557595,1.0
2,90,10,90,90,900,900,0.49886609555555556,1.0294383000000003,0.11468630000000002,0,448.979486,1.0
2,90,100,90,90,9000,9000,0.7519187371111111,0.8430224599999998,0.6386736599999999,0,6767.268634,1.0
2,90,1000,90,90,90000,90000,0.6119966321777777,0.6343429999999998,0.5631411209999996,0,55079.696895999994,1.0
2,100,1,100,100,100,100,0.7581717600000001,2.189354,0.047514,0,75.817176,1.0
2,100,10,100,100,1000,1000,0.849843165,1.3670557999999997,0.45239389999999996,0,849.843165,1.0
2,100,100,100,100,10000,10000,0.6752439368,0.7761288200000002,0.5081104199999998,0,6752.439367999999,1.0
2,100,1000,100,100,100000,100000,0.7034599672599999,0.7408330399999988,0.6387362810000012,0,70345.996726,1.0
