run_number,language,server_replicas,num_concurrent_clients_scenario,num_messages_per_client_scenario,total_connections_attempted,successful_connections,total_messages_sent,total_messages_received,average_latency_ms,max_latency_ms,min_latency_ms,total_errors,total_latency_sum_ms,scenario_success_rate
8,go,2,10,1,10,10,10,10,1.0211348,1.726429,0.570291,0,10.211348,100.0
8,go,2,10,10,10,10,100,100,0.41774233,0.4859058,0.36900570000000005,0,41.774232999999995,100.0
8,go,2,10,100,10,10,1000,1000,0.256275433,0.27096866999999997,0.22851008,0,256.275433,100.0
8,go,2,10,500,10,10,5000,5000,0.2378865192,0.2472466659999999,0.22830837199999987,0,1189.432596,100.0
8,go,2,10,1000,10,10,10000,10000,0.22087556010000003,0.231205664,0.19976037800000002,0,2208.7556010000003,100.0
8,go,2,10,10000,10,10,100000,100000,0.23149558771000006,0.2382339270000001,0.22127117399999957,0,23149.558771000004,100.0
8,go,2,20,1,20,20,20,20,0.8904391,1.257676,0.272951,0,17.808782,100.0
8,go,2,20,10,20,20,200,200,0.386543125,0.4797568,0.29518999999999995,0,77.30862499999999,100.0
8,go,2,20,100,20,20,2000,2000,0.36827209,0.39653645000000004,0.33127451999999996,0,736.54418,100.0
8,go,2,20,500,20,20,10000,10000,0.4646981633999999,0.4800143640000002,0.44168270200000026,0,4646.981634,100.0
8,go,2,20,1000,20,20,20000,20000,0.37541421434999994,0.3844846229999995,0.36026461699999995,0,7508.284286999999,100.0
8,go,2,20,10000,20,20,200000,200000,0.34513200495999985,0.3491850198000006,0.34023528829999855,0,69026.40099199997,100.0
8,go,2,30,1,30,30,30,30,0.6509618666666667,1.730056,0.127406,0,19.528856,100.0
8,go,2,30,10,30,30,300,300,0.7133965533333334,0.9919852999999998,0.3722983000000001,0,214.018966,100.0
8,go,2,30,100,30,30,3000,3000,0.4907844963333333,0.5419773800000002,0.4128996199999998,0,1472.353489,100.0
8,go,2,30,500,30,30,15000,15000,0.48161053300000006,0.5130923480000005,0.445807486,0,7224.1579950000005,100.0
8,go,2,30,1000,30,30,30000,30000,0.4378264763333333,0.45887928000000006,0.41539524499999947,0,13134.79429,100.0
8,go,2,30,10000,30,30,300000,300000,0.43401067622999984,0.4393253716000009,0.42598723289999796,0,130203.20286899996,100.0
8,go,2,40,1,40,40,40,40,0.7354193,1.653615,0.120464,0,29.416772,100.0
8,go,2,40,10,40,40,400,400,0.622870415,0.8000923999999999,0.3680226000000001,0,249.148166,100.0
8,go,2,40,100,40,40,4000,4000,0.550155976,0.6083506899999996,0.4712177000000001,0,2200.623904,100.0
8,go,2,40,500,40,40,20000,20000,0.5077963729499999,0.5388743299999996,0.4741091359999997,0,10155.927458999999,100.0
8,go,2,40,1000,40,40,40000,40000,0.5312843950999999,0.5488604110000005,0.49779337099999965,0,21251.375804,100.0
8,go,2,40,10000,40,40,400000,400000,0.5361727570875008,0.5436030965000025,0.5258969618000003,0,214469.10283500032,100.0
8,go,2,50,1,50,50,50,50,1.3168135799999998,2.733902,0.133401,0,65.840679,100.0
8,go,2,50,10,50,50,500,500,0.6521408959999999,1.0227879,0.20431210000000002,0,326.070448,100.0
8,go,2,50,100,50,50,5000,5000,0.6629206933999999,0.7764386400000001,0.5095965099999998,0,3314.603467,100.0
8,go,2,50,500,50,50,25000,25000,0.6120469348400001,0.6459229640000007,0.5571849000000001,0,15301.173371,100.0
8,go,2,50,1000,50,50,50000,50000,0.62951117756,0.6468232420000012,0.5921138160000001,0,31475.558878,100.0
8,go,2,50,10000,50,50,500000,500000,0.6342381577199997,0.6402700760999976,0.6195238772999976,0,317119.07885999983,100.0
8,go,2,60,1,60,60,60,60,1.8549462166666666,3.968352,0.163129,0,111.296773,100.0
8,go,2,60,10,60,60,600,600,0.76105773,1.3263591,0.25083120000000003,0,456.634638,100.0
8,go,2,60,100,60,60,6000,6000,0.7643710368333333,0.8310953400000001,0.56870198,0,4586.226221,100.0
8,go,2,60,500,60,60,30000,30000,0.7542107569333335,0.8025992260000007,0.6649141839999997,0,22626.322708000003,100.0
8,go,2,60,1000,60,60,60000,60000,0.7206168161166666,0.7411137299999992,0.6848465229999988,0,43237.008966999994,100.0
8,go,2,60,10000,60,60,600000,600000,0.7346406940649997,0.7432454390000006,0.7179500021000023,0,440784.41643899976,100.0
8,go,2,70,1,70,70,70,70,0.9789412000000001,2.931535,0.106394,0,68.525884,100.0
8,go,2,70,10,70,70,700,700,0.7314383657142857,1.5898527999999998,0.13013989999999998,0,512.006856,100.0
8,go,2,70,100,70,70,7000,7000,0.8620717241428572,0.9913424799999996,0.60758505,0,6034.502069,100.0
8,go,2,70,500,70,70,35000,35000,0.8439213628857143,0.9046549940000003,0.763771282,0,29537.247701,100.0
8,go,2,70,1000,70,70,70000,70000,0.8457441763714286,0.8698110529999991,0.7982914469999997,0,59202.092346,100.0
8,go,2,70,10000,70,70,700000,700000,0.8348198525085713,0.8474539355999985,0.8137923331999979,0,584373.8967559999,100.0
8,go,2,80,1,80,80,80,80,3.0166003,8.272039,0.057497,0,241.328024,100.0
8,go,2,80,10,80,80,800,800,0.8989305525000001,1.6295942,0.37374720000000006,0,719.144442,100.0
8,go,2,80,100,80,80,8000,8000,0.9449419282499999,1.0928188199999993,0.7720724800000001,0,7559.535426,100.0
8,go,2,80,500,80,80,40000,40000,0.9746357557500002,1.0420233700000008,0.8443813380000008,0,38985.430230000005,100.0
8,go,2,80,1000,80,80,80000,80000,1.0045364020375003,1.0452360850000004,0.9186578780000028,0,80362.91216300002,100.0
