NAME                      READY   STATUS              RESTARTS   AGE
client-job-4s-46c-7ttsg   0/1     Terminating         0          3m10s
client-job-4s-47c-tf4fm   0/1     Terminating         0          3m10s
client-job-4s-48c-qtfhw   0/1     Terminating         0          3m10s
client-job-4s-49c-4b849   0/1     Terminating         0          3m10s
client-job-4s-50c-w88kj   0/1     Terminating         0          3m10s
client-job-4s-51c-kh6bp   0/1     Terminating         0          3m10s
client-job-4s-52c-9g6d5   0/1     Terminating         0          3m10s
client-job-4s-53c-69zfl   0/1     Terminating         0          3m10s
client-job-4s-54c-j7kc7   0/1     Terminating         0          3m10s
client-job-4s-55c-4q6xm   0/1     Terminating         0          3m9s
client-job-4s-56c-5sksl   0/1     Terminating         0          3m9s
client-job-4s-58c-mxfm4   0/1     Terminating         0          3m9s
client-job-4s-59c-5pblv   0/1     Terminating         0          3m9s
client-job-4s-60c-tf68b   0/1     Terminating         0          3m9s
client-job-4s-61c-tt5rt   0/1     Terminating         0          3m9s
client-job-4s-62c-pcs7n   0/1     Terminating         0          3m9s
client-job-4s-63c-rjvsm   0/1     Terminating         0          3m8s
client-job-4s-64c-7x9b5   0/1     Terminating         0          3m8s
client-job-4s-65c-ltrfx   0/1     Terminating         0          3m8s
client-job-4s-67c-7lqhd   0/1     Terminating         0          3m8s
client-job-4s-68c-lpkvp   0/1     Terminating         0          3m8s
client-job-4s-69c-btflz   0/1     Terminating         0          3m8s
client-job-4s-70c-nzvrk   0/1     Terminating         0          3m8s
client-job-4s-71c-x6snn   0/1     Terminating         0          3m7s
client-job-4s-72c-9bxl8   0/1     Terminating         0          3m7s
client-job-4s-73c-7jjvc   0/1     Terminating         0          3m7s
client-job-4s-74c-nrvbv   0/1     Terminating         0          3m7s
client-job-4s-75c-q7zrd   0/1     Terminating         0          3m7s
client-job-4s-82c-wcn7p   0/1     Terminating         0          3m6s
client-job-4s-83c-zd4q7   0/1     Terminating         0          3m6s
client-job-4s-84c-84cjj   0/1     Terminating         0          3m6s
client-job-4s-85c-gvszf   0/1     Terminating         0          3m6s
client-job-4s-86c-dljmf   0/1     Terminating         0          3m6s
client-job-4s-87c-pdp5n   0/1     Terminating         0          3m6s
client-job-4s-88c-57d4v   0/1     Terminating         0          3m5s
client-job-4s-89c-g54hk   0/1     Terminating         0          3m5s
client-job-4s-90c-7g27z   0/1     Terminating         0          3m5s
client-job-4s-91c-pkd59   0/1     Terminating         0          3m5s
client-job-6s-10c-hl7rw   0/1     ContainerCreating   0          10s
client-job-6s-1c-7k82k    0/1     ContainerCreating   0          11s
client-job-6s-2c-jkqc4    0/1     ContainerCreating   0          11s
client-job-6s-3c-c8ljj    0/1     ContainerCreating   0          11s
client-job-6s-4c-bjpbj    0/1     ContainerCreating   0          11s
client-job-6s-5c-rb7fw    0/1     ContainerCreating   0          11s
client-job-6s-6c-vrb27    0/1     ContainerCreating   0          11s
client-job-6s-7c-t5jk9    0/1     ContainerCreating   0          11s
client-job-6s-8c-p9h59    0/1     ContainerCreating   0          11s
client-job-6s-9c-s6vht    0/1     ContainerCreating   0          10s
