NAME                       READY   STATUS              RESTARTS   AGE
client-job-6s-10c-vrtz2    0/1     Terminating         0          83s
client-job-6s-11c-c894x    0/1     Terminating         0          83s
client-job-6s-12c-p6h5r    0/1     Terminating         0          83s
client-job-6s-13c-kl8g6    0/1     Terminating         0          83s
client-job-6s-14c-76kst    0/1     Terminating         0          82s
client-job-6s-15c-lvr4l    0/1     Terminating         0          82s
client-job-6s-16c-smxvk    0/1     Terminating         0          82s
client-job-6s-17c-6dmjf    0/1     Terminating         0          82s
client-job-6s-18c-dr48g    0/1     Terminating         0          82s
client-job-6s-19c-mt7hz    0/1     Terminating         0          82s
client-job-6s-1c-xwk5k     0/1     Terminating         0          84s
client-job-6s-21c-x95v8    0/1     Terminating         0          104s
client-job-6s-22c-ldtcz    0/1     Terminating         0          104s
client-job-6s-23c-pd27b    0/1     Terminating         0          103s
client-job-6s-24c-whzns    0/1     Terminating         0          103s
client-job-6s-25c-xlq9k    0/1     Terminating         0          103s
client-job-6s-26c-pkmhk    0/1     Terminating         0          103s
client-job-6s-27c-g49xg    0/1     Terminating         0          103s
client-job-6s-28c-pjmj8    0/1     Terminating         0          103s
client-job-6s-29c-6tj4f    0/1     Terminating         0          103s
client-job-6s-2c-2lr2f     0/1     Terminating         0          84s
client-job-6s-30c-2pc9q    0/1     Terminating         0          103s
client-job-6s-31c-qtmlq    0/1     Terminating         0          102s
client-job-6s-32c-dz55f    0/1     Terminating         0          102s
client-job-6s-33c-ldgl2    0/1     Terminating         0          102s
client-job-6s-34c-8scmh    0/1     Terminating         0          102s
client-job-6s-35c-gpcwc    0/1     Terminating         0          102s
client-job-6s-36c-hphht    0/1     Terminating         0          102s
client-job-6s-37c-dphs5    0/1     Terminating         0          102s
client-job-6s-38c-kghxx    0/1     Terminating         0          102s
client-job-6s-39c-lkxln    0/1     Terminating         0          101s
client-job-6s-3c-6rjm9     0/1     Terminating         0          84s
client-job-6s-40c-dpr55    0/1     Terminating         0          101s
client-job-6s-41c-fkww4    0/1     Terminating         0          101s
client-job-6s-42c-7kjm6    0/1     Terminating         0          101s
client-job-6s-43c-nqjq2    0/1     Terminating         0          101s
client-job-6s-44c-k7fvd    0/1     Terminating         0          79s
client-job-6s-44c-vf56f    0/1     Terminating         0          101s
client-job-6s-45c-nmh9s    0/1     Terminating         0          101s
client-job-6s-46c-5g5kl    0/1     Terminating         0          101s
client-job-6s-47c-rrrlg    0/1     Terminating         0          100s
client-job-6s-48c-c72b7    0/1     Terminating         0          100s
client-job-6s-49c-54mnw    0/1     Terminating         0          100s
client-job-6s-4c-7jsb9     0/1     Terminating         0          84s
client-job-6s-50c-bb8l9    0/1     Terminating         0          100s
client-job-6s-53c-ggxzm    0/1     Terminating         0          78s
client-job-6s-5c-2x24s     0/1     Terminating         0          84s
client-job-6s-64c-8mmjt    0/1     Terminating         0          77s
client-job-6s-6c-9qhl6     0/1     Terminating         0          83s
client-job-6s-7c-6gqfw     0/1     Terminating         0          83s
client-job-6s-83c-k2k7c    0/1     Terminating         0          75s
client-job-6s-8c-dnwdf     0/1     Terminating         0          83s
client-job-6s-91c-czsj9    0/1     Terminating         0          74s
client-job-6s-92c-nbhxm    0/1     Terminating         0          74s
client-job-6s-93c-8fvlx    0/1     Terminating         0          73s
client-job-6s-94c-npnnd    0/1     Terminating         0          73s
client-job-6s-95c-fr5mk    0/1     Terminating         0          73s
client-job-6s-96c-k6rp9    0/1     Terminating         0          73s
client-job-6s-9c-bt8fm     0/1     Terminating         0          83s
client-job-8s-100c-gqd5w   0/1     Pending             0          8s
client-job-8s-10c-gk5fk    0/1     Terminating         0          57s
client-job-8s-10c-m85xl    0/1     Pending             0          18s
client-job-8s-11c-dcxx5    0/1     Pending             0          18s
client-job-8s-12c-g2csf    0/1     ContainerCreating   0          18s
client-job-8s-13c-sdwwq    0/1     Pending             0          18s
client-job-8s-14c-vhj4p    0/1     Pending             0          18s
client-job-8s-15c-457zh    0/1     Pending             0          18s
client-job-8s-16c-l4974    0/1     Pending             0          18s
client-job-8s-17c-nl87j    0/1     Pending             0          18s
client-job-8s-18c-5zdl2    0/1     Terminating         0          39s
client-job-8s-18c-pvz2w    0/1     Pending             0          18s
client-job-8s-19c-f2pxv    0/1     Pending             0          17s
client-job-8s-1c-7z68n     0/1     Terminating         0          58s
client-job-8s-1c-k7fvm     0/1     ContainerCreating   0          19s
client-job-8s-1c-v9gbv     0/1     Terminating         0          41s
client-job-8s-20c-8mhvh    0/1     Pending             0          17s
client-job-8s-21c-m8qws    0/1     Pending             0          17s
client-job-8s-22c-b9w9w    0/1     Pending             0          17s
client-job-8s-23c-c4tf8    0/1     Pending             0          17s
client-job-8s-24c-qsmxn    0/1     ContainerCreating   0          17s
client-job-8s-25c-mkjqh    0/1     Pending             0          17s
client-job-8s-26c-hwjhl    0/1     Pending             0          17s
client-job-8s-27c-cg9zg    0/1     Pending             0          17s
client-job-8s-28c-gh6lz    0/1     Pending             0          17s
client-job-8s-28c-mg8t7    0/1     Terminating         0          38s
client-job-8s-29c-ll62l    0/1     Pending             0          17s
client-job-8s-29c-mfbvm    0/1     Terminating         0          38s
client-job-8s-2c-4tb6t     0/1     Terminating         0          41s
client-job-8s-2c-c6qhz     0/1     ContainerCreating   0          19s
client-job-8s-2c-cjhc2     0/1     Terminating         0          57s
client-job-8s-30c-9fc8w    0/1     Pending             0          16s
client-job-8s-30c-mrhfw    0/1     Terminating         0          38s
client-job-8s-31c-hczrg    0/1     Pending             0          16s
client-job-8s-32c-q9fds    0/1     Pending             0          16s
client-job-8s-33c-gshrb    0/1     Pending             0          16s
client-job-8s-34c-gfssk    0/1     Pending             0          16s
client-job-8s-35c-vbj86    0/1     Pending             0          16s
client-job-8s-36c-pz8pm    0/1     Pending             0          16s
client-job-8s-37c-6smpx    0/1     Pending             0          16s
client-job-8s-38c-d7n8d    0/1     Pending             0          16s
client-job-8s-39c-k2rk5    0/1     Pending             0          15s
client-job-8s-3c-fpqm4     0/1     Terminating         0          57s
client-job-8s-3c-fz4ft     0/1     ContainerCreating   0          19s
client-job-8s-3c-jw59w     0/1     Terminating         0          41s
client-job-8s-40c-cjhxw    0/1     Pending             0          15s
client-job-8s-41c-gdvsh    0/1     Pending             0          15s
