NAME                       READY   STATUS              RESTARTS   AGE
client-job-2s-37c-wz5vb    0/1     ContainerCreating   0          18s
client-job-2s-38c-6fvs6    0/1     Terminating         0          40s
client-job-2s-38c-kx7wz    0/1     ContainerCreating   0          18s
client-job-2s-39c-qnnhv    0/1     Terminating         0          40s
client-job-2s-39c-r776f    0/1     ContainerCreating   0          18s
client-job-2s-3c-rn2bn     0/1     ContainerCreating   0          22s
client-job-2s-40c-klkqn    0/1     Terminating         0          40s
client-job-2s-40c-nkqln    0/1     ContainerCreating   0          17s
client-job-2s-41c-b5wrl    0/1     Terminating         0          40s
client-job-2s-41c-flqx6    0/1     ContainerCreating   0          17s
client-job-2s-42c-nzxq5    0/1     Terminating         0          39s
client-job-2s-42c-vlrk9    0/1     ContainerCreating   0          17s
client-job-2s-43c-7vzms    0/1     ContainerCreating   0          17s
client-job-2s-43c-h6jh4    0/1     Terminating         0          39s
client-job-2s-44c-64vbd    0/1     Terminating         0          39s
client-job-2s-44c-d66ft    0/1     ContainerCreating   0          17s
client-job-2s-45c-5kwmt    0/1     ContainerCreating   0          17s
client-job-2s-45c-sfvhr    0/1     Terminating         0          39s
client-job-2s-46c-9rrxv    0/1     Terminating         0          39s
client-job-2s-46c-sds56    0/1     ContainerCreating   0          17s
client-job-2s-47c-2b5cx    0/1     Terminating         0          39s
client-job-2s-47c-stgw9    0/1     ContainerCreating   0          17s
client-job-2s-48c-9mxlb    0/1     Terminating         0          39s
client-job-2s-48c-wg6zg    0/1     ContainerCreating   0          16s
client-job-2s-49c-psbqb    0/1     ContainerCreating   0          16s
client-job-2s-49c-tsbls    0/1     Terminating         0          39s
client-job-2s-4c-zqxtz     0/1     ContainerCreating   0          22s
client-job-2s-50c-m24rc    0/1     Terminating         0          38s
client-job-2s-50c-wglkh    0/1     ContainerCreating   0          16s
client-job-2s-51c-nw75v    0/1     ContainerCreating   0          16s
client-job-2s-52c-s82dn    0/1     ContainerCreating   0          16s
client-job-2s-53c-2vxng    0/1     ContainerCreating   0          16s
client-job-2s-54c-2w7z7    0/1     ContainerCreating   0          16s
client-job-2s-55c-ztt2t    0/1     ContainerCreating   0          15s
client-job-2s-56c-lppcz    0/1     ContainerCreating   0          15s
client-job-2s-57c-sxchx    0/1     ContainerCreating   0          15s
client-job-2s-58c-ps5s6    0/1     ContainerCreating   0          15s
client-job-2s-59c-d84gp    0/1     ContainerCreating   0          15s
client-job-2s-5c-58qnr     0/1     ContainerCreating   0          22s
client-job-2s-60c-x6xzg    0/1     ContainerCreating   0          15s
client-job-2s-61c-vrjcw    0/1     ContainerCreating   0          14s
client-job-2s-62c-nm8zk    0/1     ContainerCreating   0          14s
client-job-2s-63c-sgstq    0/1     ContainerCreating   0          14s
client-job-2s-64c-d9ld6    0/1     ContainerCreating   0          14s
client-job-2s-65c-pvdzw    0/1     ContainerCreating   0          14s
client-job-2s-66c-t5w9n    0/1     ContainerCreating   0          14s
client-job-2s-67c-lbf2g    0/1     ContainerCreating   0          14s
client-job-2s-68c-xk9dw    0/1     ContainerCreating   0          14s
client-job-2s-69c-kx5c5    0/1     ContainerCreating   0          14s
client-job-2s-6c-cc59t     0/1     ContainerCreating   0          22s
client-job-2s-70c-jhcn4    0/1     Pending             0          13s
client-job-2s-71c-xf6br    0/1     Pending             0          13s
client-job-2s-72c-t4xwv    0/1     Pending             0          13s
client-job-2s-73c-wgznj    0/1     ContainerCreating   0          13s
client-job-2s-74c-t8jzd    0/1     Pending             0          13s
client-job-2s-75c-pch56    0/1     Pending             0          13s
client-job-2s-76c-ppgsw    0/1     Pending             0          13s
client-job-2s-77c-gcz78    0/1     Pending             0          13s
client-job-2s-78c-v4v8l    0/1     Pending             0          13s
client-job-2s-79c-9s2s4    0/1     Pending             0          12s
client-job-2s-7c-pt8kq     0/1     ContainerCreating   0          22s
client-job-2s-80c-jjhv5    0/1     Pending             0          12s
client-job-2s-81c-fwgkr    0/1     Pending             0          12s
client-job-2s-82c-wwcvj    0/1     Pending             0          12s
client-job-2s-83c-ndmhz    0/1     Pending             0          12s
client-job-2s-84c-ncf2w    0/1     Pending             0          12s
client-job-2s-85c-pjgwn    0/1     ContainerCreating   0          12s
client-job-2s-86c-nsddw    0/1     ContainerCreating   0          12s
client-job-2s-87c-fw6mm    0/1     ContainerCreating   0          11s
client-job-2s-88c-r6f67    0/1     ContainerCreating   0          11s
client-job-2s-89c-klbqv    0/1     ContainerCreating   0          11s
client-job-2s-8c-h6htq     0/1     ContainerCreating   0          22s
client-job-2s-90c-55swr    0/1     ContainerCreating   0          11s
client-job-2s-91c-2dhn8    0/1     ContainerCreating   0          11s
client-job-2s-92c-l5rbv    0/1     Pending             0          11s
client-job-2s-93c-2nnfm    0/1     Pending             0          11s
client-job-2s-94c-545hv    0/1     Pending             0          11s
client-job-2s-95c-t9vpx    0/1     Pending             0          10s
client-job-2s-96c-zttvv    0/1     Pending             0          10s
client-job-2s-97c-7bj58    0/1     Pending             0          10s
client-job-2s-98c-pgcsf    0/1     Pending             0          10s
client-job-2s-99c-kn7q8    0/1     Pending             0          10s
client-job-2s-9c-klnv9     0/1     ContainerCreating   0          22s
