NAME                       READY   STATUS              RESTARTS   AGE
client-job-10s-10c-pj6xm   0/1     Pending             0          14s
client-job-10s-10c-sbmxl   0/1     Terminating         0          30s
client-job-10s-11c-t6jrd   0/1     Pending             0          13s
client-job-10s-12c-l4rdq   0/1     Pending             0          13s
client-job-10s-13c-926rd   0/1     ContainerCreating   0          13s
client-job-10s-14c-ndvp2   0/1     Pending             0          13s
client-job-10s-15c-skrt6   0/1     Pending             0          13s
client-job-10s-16c-jnfqn   0/1     Pending             0          13s
client-job-10s-17c-wbjkr   0/1     Pending             0          13s
client-job-10s-18c-7qmrc   0/1     Pending             0          13s
client-job-10s-19c-wkpm5   0/1     Pending             0          13s
client-job-10s-1c-5k674    0/1     ContainerCreating   0          14s
client-job-10s-1c-8hngf    0/1     Terminating         0          31s
client-job-10s-20c-sn6zv   0/1     Pending             0          13s
client-job-10s-21c-xzlsr   0/1     Pending             0          13s
client-job-10s-22c-8bv4s   0/1     Pending             0          13s
client-job-10s-23c-mslzb   0/1     Pending             0          12s
client-job-10s-24c-l8nb7   0/1     Pending             0          12s
client-job-10s-25c-q4k98   0/1     ContainerCreating   0          12s
client-job-10s-26c-4jq2g   0/1     Pending             0          12s
client-job-10s-27c-9sjb7   0/1     Pending             0          12s
client-job-10s-28c-hrxv2   0/1     Pending             0          12s
client-job-10s-29c-nrctm   0/1     Pending             0          12s
client-job-10s-2c-mws57    0/1     ContainerCreating   0          14s
client-job-10s-2c-z65t8    0/1     Terminating         0          31s
client-job-10s-30c-tfhk7   0/1     Pending             0          12s
client-job-10s-31c-d2pgn   0/1     Pending             0          12s
client-job-10s-32c-c5bzh   0/1     Pending             0          11s
client-job-10s-33c-wngkd   0/1     Pending             0          11s
client-job-10s-34c-lnlfr   0/1     Pending             0          11s
client-job-10s-35c-f4nj6   0/1     Pending             0          11s
client-job-10s-36c-kph8c   0/1     Pending             0          11s
client-job-10s-37c-nfdkh   0/1     Pending             0          11s
client-job-10s-38c-kdl6s   0/1     Pending             0          11s
client-job-10s-39c-d6nbw   0/1     Pending             0          11s
client-job-10s-3c-fzgg9    0/1     ContainerCreating   0          14s
client-job-10s-3c-snkkd    0/1     Terminating         0          31s
client-job-10s-40c-fwvhx   0/1     Pending             0          10s
client-job-10s-41c-vrc7v   0/1     Pending             0          10s
client-job-10s-42c-lkp9t   0/1     Pending             0          10s
client-job-10s-43c-8jbc6   0/1     ContainerCreating   0          10s
client-job-10s-44c-fl77n   0/1     ContainerCreating   0          10s
client-job-10s-45c-9xqlg   0/1     ContainerCreating   0          10s
client-job-10s-46c-pzwmt   0/1     ContainerCreating   0          10s
client-job-10s-47c-kn56v   0/1     ContainerCreating   0          10s
client-job-10s-48c-v6sdn   0/1     ContainerCreating   0          10s
client-job-10s-49c-7lpvk   0/1     ContainerCreating   0          9s
client-job-10s-4c-d8mdt    0/1     ContainerCreating   0          14s
client-job-10s-4c-n6nhd    0/1     Terminating         0          31s
client-job-10s-50c-cxkz2   0/1     Pending             0          9s
client-job-10s-5c-2zht4    0/1     Terminating         0          31s
client-job-10s-5c-cpwjt    0/1     Pending             0          14s
client-job-10s-6c-rbxz2    0/1     Pending             0          14s
client-job-10s-6c-sq54x    0/1     Terminating         0          31s
client-job-10s-7c-6d8qn    0/1     Terminating         0          30s
client-job-10s-7c-bvg9h    0/1     Pending             0          14s
client-job-10s-8c-p8z2x    0/1     Pending             0          14s
client-job-10s-8c-xslvn    0/1     Terminating         0          30s
client-job-10s-9c-8k9rr    0/1     Pending             0          14s
client-job-10s-9c-m7v2j    0/1     Terminating         0          30s
client-job-8s-100c-gqd5w   0/1     Terminating         0          2m21s
client-job-8s-12c-g2csf    0/1     Terminating         0          2m31s
client-job-8s-24c-qsmxn    0/1     Terminating         0          2m30s
client-job-8s-25c-mkjqh    0/1     Terminating         0          2m30s
client-job-8s-26c-hwjhl    0/1     Terminating         0          2m30s
client-job-8s-27c-cg9zg    0/1     Terminating         0          2m30s
client-job-8s-28c-gh6lz    0/1     Terminating         0          2m30s
client-job-8s-29c-ll62l    0/1     Terminating         0          2m30s
client-job-8s-30c-9fc8w    0/1     Terminating         0          2m29s
client-job-8s-31c-hczrg    0/1     Terminating         0          2m29s
client-job-8s-3c-fz4ft     0/1     Completed           0          2m32s
client-job-8s-43c-djmhb    0/1     Terminating         0          2m28s
