NAME                      READY   STATUS              RESTARTS   AGE
client-job-8s-25c-xr99f   0/1     Pending             0          13s
client-job-8s-26c-p2sj4   0/1     Pending             0          13s
client-job-8s-27c-ngr4g   0/1     Pending             0          13s
client-job-8s-28c-mg8t7   0/1     ContainerCreating   0          13s
client-job-8s-29c-mfbvm   0/1     ContainerCreating   0          13s
client-job-8s-2c-4tb6t    0/1     ContainerCreating   0          16s
client-job-8s-2c-cjhc2    0/1     Terminating         0          32s
client-job-8s-30c-mrhfw   0/1     ContainerCreating   0          13s
client-job-8s-31c-xdg94   0/1     Pending             0          13s
client-job-8s-32c-zj4cz   0/1     Pending             0          13s
client-job-8s-33c-qn8pw   0/1     Pending             0          12s
client-job-8s-34c-g8ntf   0/1     Pending             0          12s
client-job-8s-35c-jnhtg   0/1     Pending             0          12s
client-job-8s-36c-bnn4m   0/1     Pending             0          12s
client-job-8s-37c-qmcxx   0/1     Pending             0          12s
client-job-8s-38c-p587h   0/1     Pending             0          12s
client-job-8s-39c-wnrs6   0/1     Pending             0          12s
client-job-8s-3c-fpqm4    0/1     Terminating         0          32s
client-job-8s-3c-jw59w    0/1     ContainerCreating   0          16s
client-job-8s-40c-kbtcw   0/1     Pending             0          12s
client-job-8s-41c-b8tc9   0/1     Pending             0          12s
client-job-8s-42c-wzjhd   0/1     Pending             0          11s
client-job-8s-43c-mwzfx   0/1     Pending             0          11s
client-job-8s-44c-xf9pq   0/1     Pending             0          11s
client-job-8s-45c-t82xr   0/1     Pending             0          11s
client-job-8s-46c-9cfkp   0/1     Pending             0          11s
client-job-8s-47c-wvtwc   0/1     ContainerCreating   0          11s
client-job-8s-48c-ck2tn   0/1     ContainerCreating   0          11s
client-job-8s-49c-rnbdx   0/1     ContainerCreating   0          11s
client-job-8s-4c-7xd2l    0/1     Terminating         0          32s
client-job-8s-4c-8m2sv    0/1     ContainerCreating   0          16s
client-job-8s-50c-mpf4g   0/1     ContainerCreating   0          10s
client-job-8s-5c-7n9zs    0/1     ContainerCreating   0          16s
client-job-8s-5c-9xglg    0/1     Terminating         0          32s
client-job-8s-6c-2cmxb    0/1     Pending             0          15s
client-job-8s-7c-hwk52    0/1     Pending             0          15s
client-job-8s-8c-ntvfl    0/1     Pending             0          15s
client-job-8s-8c-w7xnt    0/1     Terminating         0          32s
client-job-8s-9c-lkqkw    0/1     Terminating         0          32s
client-job-8s-9c-sp8gp    0/1     Pending             0          15s
