NAME                      READY   STATUS              RESTARTS   AGE
client-job-6s-10c-gzwlz   0/1     Terminating         0          59s
client-job-6s-10c-hl7rw   0/1     Terminating         0          75s
client-job-6s-10c-vrtz2   0/1     Terminating         0          37s
client-job-6s-11c-8ss4t   0/1     Terminating         0          59s
client-job-6s-11c-c894x   0/1     Terminating         0          37s
client-job-6s-12c-ds4q6   0/1     Terminating         0          59s
client-job-6s-12c-p6h5r   0/1     Terminating         0          37s
client-job-6s-13c-jlwbd   0/1     Terminating         0          59s
client-job-6s-13c-kl8g6   0/1     Terminating         0          37s
client-job-6s-14c-76kst   0/1     Terminating         0          36s
client-job-6s-14c-pc9j2   0/1     Terminating         0          58s
client-job-6s-15c-84tlm   0/1     Terminating         0          58s
client-job-6s-15c-lvr4l   0/1     Terminating         0          36s
client-job-6s-16c-pxlgf   0/1     Terminating         0          58s
client-job-6s-16c-smxvk   0/1     Terminating         0          36s
client-job-6s-17c-6dmjf   0/1     Terminating         0          36s
client-job-6s-17c-flknt   0/1     Terminating         0          58s
client-job-6s-18c-dr48g   0/1     Terminating         0          36s
client-job-6s-18c-tvz5z   0/1     Terminating         0          58s
client-job-6s-19c-656mx   0/1     Terminating         0          58s
client-job-6s-19c-mt7hz   0/1     Terminating         0          36s
client-job-6s-1c-h5p7c    0/1     Terminating         0          60s
client-job-6s-1c-xwk5k    0/1     Terminating         0          38s
client-job-6s-20c-z86gk   0/1     Terminating         0          58s
client-job-6s-21c-x95v8   0/1     Terminating         0          58s
client-job-6s-22c-ldtcz   0/1     Terminating         0          58s
client-job-6s-23c-pd27b   0/1     Terminating         0          57s
client-job-6s-24c-whzns   0/1     Terminating         0          57s
client-job-6s-25c-xlq9k   0/1     Terminating         0          57s
client-job-6s-26c-pkmhk   0/1     Terminating         0          57s
client-job-6s-27c-g49xg   0/1     Terminating         0          57s
client-job-6s-28c-pjmj8   0/1     Terminating         0          57s
client-job-6s-29c-6tj4f   0/1     Terminating         0          57s
client-job-6s-2c-2lr2f    0/1     Terminating         0          38s
client-job-6s-2c-dfh9g    0/1     Terminating         0          60s
